role_level,position,age,experience_years,avg_task_completion,attendance_rate,projects_handled,overtime_hours,training_hours,FeedBack_Percentage,Productivity_Risk
Junior,QA Tester,31,3,3,3,9,18,21,81.25,Low
Trainee,Solution Architect,25,1,3,1,4,39,16,34.15,High
Junior,System Analyst,25,4,2,3,9,18,22,73.1,Medium
Senior,Data Engineer,46,21,4,4,10,6,31,96.0,Low
Trainee,Data Analyst,25,2,3,2,4,40,11,34.9,High
Trainee,QA Tester,26,1,1,2,1,39,11,18.0,High
Junior,Data Analyst,27,6,2,2,6,21,12,57.2,Medium
Trainee,Data Scientist,24,2,1,2,2,40,17,19.5,High
Senior,DevOps Engineer,56,23,3,5,11,7,19,96.0,Low
Junior,Data Engineer,27,6,3,2,4,13,16,75.6,Medium
Trainee,QA Tester,24,2,1,2,3,39,10,18.0,High
Junior,Cloud Engineer,33,5,2,2,6,17,21,66.15,Medium
Trainee,Data Analyst,24,0,2,1,1,30,14,26.5,High
Junior,UX Researcher,30,3,4,2,9,21,16,81.15,Low
Junior,Cloud Engineer,34,7,3,3,8,31,10,72.65,Medium
Junior,Support Analyst,24,4,3,2,7,14,19,72.9,Medium
Senior,IT Manager,51,23,5,4,13,17,25,96.0,Low
Trainee,UX Researcher,22,0,1,2,4,41,8,18.0,High
Junior,Business Analyst,34,5,4,3,8,25,12,84.75,Low
Trainee,UX Designer,26,1,3,4,1,39,9,54.65,High
Trainee,IT Manager,21,1,1,1,4,22,16,31.05,High
Junior,QA Engineer,33,5,3,5,8,23,14,90.95,Low
Senior,QA Tester,39,15,4,4,15,6,36,96.0,Low
Junior,Data Engineer,25,3,4,4,10,30,17,94.15,Low
Junior,System Administrator,28,6,4,4,8,16,20,96.0,Low
Junior,QA Tester,26,5,4,5,10,29,20,96.0,Low
Senior,Data Engineer,45,13,4,4,12,11,28,96.0,Low
Senior,Cloud Engineer,44,19,5,3,14,13,33,96.0,Low
Junior,Data Scientist,27,4,4,3,6,29,11,82.3,Medium
Senior,IT Manager,54,22,5,4,13,18,31,96.0,Low
Senior,QA Tester,41,11,5,4,13,18,36,96.0,Low
Junior,IT Manager,30,5,3,3,5,18,16,82.55,Low
Trainee,Data Scientist,21,1,3,2,2,32,8,46.05,High
Trainee,System Analyst,24,2,2,2,4,41,14,25.4,High
Trainee,Solution Architect,23,1,1,2,2,35,7,19.55,High
Senior,UX Researcher,47,24,4,5,15,8,36,96.0,Low
Senior,IT Manager,42,17,5,3,15,19,25,96.0,Low
Junior,Data Scientist,31,6,3,4,9,13,22,96.0,Low
Senior,QA Tester,53,21,4,4,18,13,19,96.0,Low
Junior,Data Engineer,26,2,3,5,5,29,13,86.3,Low
Junior,UX Designer,24,4,3,3,5,20,20,79.3,Low
Senior,QA Engineer,46,23,4,4,15,7,37,96.0,Low
Senior,Cloud Engineer,38,12,3,5,14,14,21,96.0,Low
Trainee,System Analyst,25,0,1,2,2,34,13,22.2,High
Trainee,Cloud Engineer,22,1,3,2,3,31,11,47.85,High
Senior,Business Analyst,32,8,4,3,12,16,20,96.0,Low
Trainee,System Administrator,23,0,1,2,1,36,14,18.0,High
Trainee,Support Analyst,24,0,2,1,1,22,10,28.5,High
Junior,QA Tester,26,6,4,5,9,27,22,96.0,Low
Senior,Business Analyst,43,12,3,3,8,18,18,95.2,Low
Senior,UX Researcher,42,19,5,4,15,22,29,96.0,Low
Junior,Business Analyst,31,5,3,4,10,13,19,95.75,Low
Junior,DevOps Engineer,33,4,3,3,9,15,15,85.4,Low
Senior,UX Researcher,48,16,5,4,17,24,30,96.0,Low
Senior,UX Designer,45,17,3,3,12,17,29,96.0,Low
Junior,System Analyst,24,2,4,4,6,19,10,92.0,Low
Senior,UX Designer,45,22,5,4,12,9,25,96.0,Low
Senior,QA Engineer,39,16,4,4,10,24,35,96.0,Low
Junior,UX Researcher,31,3,2,3,10,29,10,62.05,Medium
Senior,UX Researcher,37,11,5,4,12,15,26,96.0,Low
Trainee,UX Designer,24,1,2,4,2,43,6,41.55,High
Senior,DevOps Engineer,43,13,4,5,14,14,26,96.0,Low
Junior,DevOps Engineer,26,6,4,4,5,20,15,96.0,Low
Trainee,Support Analyst,22,1,1,1,4,32,16,18.0,High
Junior,Solution Architect,27,4,4,4,8,26,21,96.0,Low
Junior,Data Scientist,30,4,4,3,7,30,13,83.3,Low
Junior,IT Manager,29,7,2,5,7,14,12,92.45,Low
Junior,QA Tester,31,3,2,4,6,17,10,72.85,Medium
Trainee,UX Designer,21,0,3,2,1,25,14,50.0,High
Junior,QA Engineer,29,6,4,3,9,22,15,87.4,Low
Senior,Data Scientist,46,18,5,5,11,7,32,96.0,Low
Senior,QA Tester,49,24,4,3,8,24,27,96.0,Low
Junior,System Analyst,34,3,3,4,7,27,14,79.35,Low
Junior,UX Researcher,27,3,3,3,4,33,21,68.25,Medium
Junior,Business Analyst,28,4,3,5,10,31,12,87.9,Low
Junior,Data Analyst,24,4,3,3,4,15,14,77.5,Low
Junior,System Analyst,30,4,3,2,4,15,21,72.3,Medium
Senior,Cloud Engineer,45,16,3,4,18,14,29,96.0,Low
Senior,System Administrator,46,16,3,3,11,18,34,96.0,Low
Junior,Database Administrator,31,5,3,3,6,24,15,74.85,Low
Junior,System Analyst,32,5,3,4,9,31,17,80.45,Low
Senior,QA Tester,47,21,4,5,16,13,28,96.0,Low
Senior,System Administrator,45,15,4,4,13,24,18,96.0,Low
Junior,UX Designer,31,3,2,2,7,22,16,59.65,Medium
Senior,QA Engineer,50,22,4,5,8,10,30,96.0,Low
Senior,QA Engineer,48,24,4,5,15,8,32,96.0,Low
Senior,Cloud Engineer,42,12,5,4,13,8,22,96.0,Low
Junior,UX Designer,32,4,3,4,8,17,14,89.7,Low
Trainee,QA Engineer,24,0,1,2,3,43,17,18.0,High
Trainee,Data Engineer,21,0,1,3,1,36,6,28.1,High
Senior,UX Designer,40,14,4,4,12,11,22,96.0,Low
Junior,Solution Architect,32,4,2,4,6,12,19,86.4,Low
Trainee,Business Analyst,21,0,2,2,3,23,6,39.0,High
Senior,UX Designer,51,25,4,3,17,20,36,96.0,Low
Junior,Data Analyst,33,6,4,3,8,19,19,91.2,Low
Junior,QA Tester,34,2,3,2,10,21,22,72.0,Medium
Senior,Solution Architect,56,25,4,4,12,15,24,96.0,Low
Senior,UX Designer,43,20,4,3,15,11,23,96.0,Low
Senior,System Analyst,49,20,3,4,14,16,21,96.0,Low
Junior,Database Administrator,32,4,3,4,9,26,21,86.1,Low
Senior,Solution Architect,46,21,4,5,14,15,20,96.0,Low
Junior,Solution Architect,26,3,3,3,10,13,13,88.45,Low
Senior,Data Engineer,48,24,5,4,10,10,37,96.0,Low
Senior,QA Engineer,52,22,5,5,18,8,25,96.0,Low
Junior,QA Engineer,32,2,4,4,9,17,18,96.0,Low
Trainee,Data Analyst,23,0,2,2,3,40,15,24.7,High
Junior,Business Analyst,24,4,4,4,9,22,17,96.0,Low
Junior,Data Engineer,28,4,3,3,9,18,11,81.7,Medium
Junior,Support Analyst,27,3,4,5,7,20,15,96.0,Low
Junior,DevOps Engineer,26,4,4,3,4,15,12,89.7,Low
Senior,Data Engineer,39,12,5,5,8,6,27,96.0,Low
Senior,UX Designer,44,15,4,4,8,7,20,96.0,Low
Junior,DevOps Engineer,33,6,3,4,4,21,14,85.2,Low
Junior,System Analyst,24,2,4,5,4,33,13,89.6,Low
Junior,System Analyst,32,6,3,4,10,22,10,85.3,Low
Trainee,DevOps Engineer,25,1,3,2,1,33,11,44.65,High
Junior,Database Administrator,27,7,2,3,10,20,20,74.15,Medium
Senior,UX Designer,45,17,5,5,12,6,32,96.0,Low
Junior,System Analyst,29,3,3,4,9,22,10,83.05,Low
Junior,Solution Architect,34,2,3,3,7,16,14,83.6,Low
Junior,UX Researcher,29,2,3,3,10,24,10,75.1,Medium
Senior,IT Manager,48,22,3,5,13,15,33,96.0,Low
Senior,Database Administrator,37,10,4,5,11,18,35,96.0,Low
Junior,QA Engineer,31,5,4,2,7,17,14,80.25,Low
Junior,System Administrator,24,3,4,5,9,21,15,96.0,Low
Junior,QA Tester,26,2,3,3,9,13,18,83.1,Low
Trainee,IT Manager,22,1,2,4,4,29,12,58.55,Medium
Senior,Data Scientist,40,17,3,3,11,10,34,96.0,Low
Senior,QA Engineer,36,11,3,4,8,17,19,96.0,Low
Junior,IT Manager,25,5,4,5,5,33,10,95.65,Low
Senior,UX Designer,48,24,3,5,17,10,23,96.0,Low
Senior,QA Engineer,54,25,4,5,15,7,26,96.0,Low
Senior,Cloud Engineer,47,19,4,4,11,13,25,96.0,Low
Senior,IT Manager,38,13,4,5,10,7,20,96.0,Low
Trainee,IT Manager,26,1,2,3,1,32,7,43.75,High
Junior,Data Engineer,25,5,4,4,8,17,15,96.0,Low
Senior,Cloud Engineer,50,20,5,5,11,21,26,96.0,Low
Senior,Data Analyst,44,20,5,4,11,13,36,96.0,Low
Senior,Database Administrator,40,13,4,3,18,7,28,96.0,Low
Senior,System Administrator,47,15,5,5,10,19,31,96.0,Low
Senior,Support Analyst,41,16,4,3,8,17,28,96.0,Low
Junior,UX Researcher,27,5,3,3,5,33,22,70.45,Medium
Trainee,Solution Architect,21,0,2,3,1,34,7,41.9,High
Trainee,System Analyst,26,1,2,1,2,42,6,18.0,High
Senior,Database Administrator,39,10,5,4,8,15,33,96.0,Low
Senior,System Analyst,48,18,3,5,17,16,31,96.0,Low
Senior,Database Administrator,44,17,5,4,13,23,21,96.0,Low
Junior,DevOps Engineer,29,3,3,3,8,27,10,73.65,Medium
Junior,Business Analyst,33,7,4,3,7,31,20,86.75,Low
Senior,Business Analyst,31,8,5,4,9,18,19,96.0,Low
Junior,Database Administrator,29,5,2,4,4,29,21,69.95,Medium
Trainee,Data Analyst,22,1,3,4,4,25,15,67.55,Low
Junior,System Administrator,32,3,2,4,4,33,11,62.25,Medium
Senior,Data Analyst,56,24,5,4,8,12,32,96.0,Low
Junior,Data Scientist,28,3,4,3,5,24,17,86.85,Low
Senior,Cloud Engineer,48,19,5,4,18,17,37,96.0,Low
Junior,Data Analyst,24,4,3,5,9,27,17,90.8,Low
Senior,Solution Architect,53,25,4,4,8,12,19,96.0,Low
Senior,Data Analyst,48,24,4,5,14,20,35,96.0,Low
Junior,Data Engineer,34,7,4,5,5,31,12,96.0,Low
Trainee,IT Manager,21,1,2,2,1,32,14,38.55,High
Junior,Data Analyst,25,5,3,4,7,16,15,88.35,Low
Junior,Cloud Engineer,27,3,2,3,4,26,18,63.95,Medium
Junior,System Analyst,24,4,3,4,10,23,14,85.3,Low
Junior,System Administrator,34,6,3,3,6,23,16,76.4,Low
Senior,UX Designer,51,22,5,4,12,13,28,96.0,Low
Junior,Support Analyst,29,7,3,5,8,22,15,91.95,Low
Senior,QA Engineer,53,20,5,4,18,10,34,96.0,Low
Junior,Solution Architect,30,2,3,5,6,22,11,93.3,Low
Senior,Business Analyst,41,17,5,4,11,8,31,96.0,Low
Junior,System Administrator,27,2,3,4,6,16,16,87.5,Low
Junior,System Analyst,26,3,2,3,7,26,20,64.45,Medium
Senior,IT Manager,47,16,5,4,10,24,21,96.0,Low
Senior,Data Analyst,45,16,3,5,18,8,31,96.0,Low
Junior,Cloud Engineer,33,3,3,3,5,16,15,80.65,Low
Senior,Data Analyst,38,12,4,3,10,23,36,96.0,Low
Junior,QA Tester,27,6,3,5,7,14,15,96.0,Low
Senior,UX Researcher,43,20,3,5,17,12,32,96.0,Low
Junior,QA Tester,30,2,2,4,5,14,21,78.0,Low
Trainee,Business Analyst,22,2,1,3,1,34,7,28.8,High
Senior,Cloud Engineer,42,17,4,5,17,14,24,96.0,Low
Senior,System Analyst,47,14,4,3,16,6,21,96.0,Low
Senior,QA Tester,48,17,5,5,10,10,31,96.0,Low
Senior,Business Analyst,39,10,5,5,12,8,20,96.0,Low
Senior,DevOps Engineer,42,14,4,4,16,12,35,96.0,Low
Junior,Business Analyst,32,4,3,5,8,12,16,96.0,Low
Junior,QA Engineer,33,2,2,3,7,16,19,69.6,Medium
Senior,System Administrator,49,25,4,4,13,10,33,96.0,Low
Trainee,DevOps Engineer,26,0,2,2,1,43,7,20.6,High
Senior,Data Scientist,43,17,4,3,8,23,32,96.0,Low
Junior,UX Designer,27,4,2,3,4,12,17,72.8,Medium
Trainee,Data Analyst,22,2,1,2,2,22,7,29.1,High
Senior,System Analyst,51,20,4,4,8,20,21,96.0,Low
Trainee,Support Analyst,21,0,2,1,1,28,11,24.7,High
Junior,Support Analyst,25,4,4,4,8,13,16,96.0,Low
Junior,QA Engineer,33,7,2,3,6,23,15,64.45,Medium
Senior,Data Scientist,48,25,4,4,8,13,24,96.0,Low
Senior,UX Researcher,55,23,4,4,14,7,20,96.0,Low
Junior,System Administrator,24,2,4,2,4,33,10,65.4,Medium
Senior,System Analyst,47,17,5,3,12,14,35,96.0,Low
Senior,Data Scientist,40,15,5,4,12,11,31,96.0,Low
Senior,IT Manager,49,16,4,4,18,23,30,96.0,Low
Junior,System Analyst,34,5,4,3,8,26,19,85.85,Low
Senior,Business Analyst,48,23,4,4,17,22,36,96.0,Low
Senior,Data Analyst,42,12,4,5,11,12,35,96.0,Low
Senior,System Administrator,40,10,5,5,10,23,18,96.0,Low
Junior,Cloud Engineer,34,7,3,2,7,18,10,72.85,Medium
Trainee,IT Manager,21,1,3,1,3,31,6,39.85,High
Junior,Support Analyst,26,5,4,4,6,19,22,96.0,Low
Senior,Database Administrator,53,24,5,4,11,12,23,96.0,Low
Senior,Support Analyst,39,8,5,4,14,8,29,96.0,Low
Senior,Solution Architect,39,12,4,4,9,13,27,96.0,Low
Junior,Support Analyst,32,2,4,2,9,29,16,72.1,Medium
Senior,QA Engineer,51,23,4,4,15,23,26,96.0,Low
Junior,Data Engineer,25,4,4,3,6,29,12,81.7,Low
Junior,Cloud Engineer,27,2,3,2,4,33,17,60.2,Medium
Junior,Database Administrator,27,4,4,4,9,27,21,96.0,Low
Junior,Business Analyst,24,3,4,3,8,19,10,87.25,Low
Senior,IT Manager,46,19,5,4,10,6,26,96.0,Low
Senior,QA Engineer,44,17,4,5,15,21,18,96.0,Low
Trainee,QA Engineer,23,0,2,2,1,28,10,33.3,High
Junior,UX Researcher,34,6,3,3,8,25,20,78.4,Medium
Senior,UX Researcher,33,9,5,4,17,20,28,96.0,Low
Junior,Business Analyst,30,7,4,3,5,21,11,85.35,Low
Junior,Business Analyst,32,5,3,4,6,27,17,81.55,Low
Senior,UX Designer,51,20,4,4,12,16,24,96.0,Low
Junior,IT Manager,28,5,3,3,10,23,14,82.75,Low
Senior,UX Designer,36,8,5,5,12,7,28,96.0,Low
Senior,Data Engineer,51,20,5,4,10,20,33,96.0,Low
Trainee,Solution Architect,25,1,3,2,2,23,15,56.15,Medium
Junior,System Administrator,34,7,2,4,4,26,20,72.55,Medium
Senior,UX Researcher,50,24,4,4,10,24,26,96.0,Low
Junior,Solution Architect,25,4,4,3,9,31,18,87.4,Low
Senior,Business Analyst,49,19,5,3,14,8,36,96.0,Low
Junior,Solution Architect,27,6,2,4,7,24,18,79.4,Low
Junior,QA Engineer,33,3,4,4,10,32,18,89.15,Low
Junior,Support Analyst,24,4,4,3,8,15,18,90.7,Low
Trainee,UX Researcher,22,2,1,2,1,22,13,31.6,High
Senior,UX Designer,51,23,5,5,10,13,36,96.0,Low
Junior,Data Analyst,24,4,3,3,9,17,17,81.8,Low
Trainee,UX Designer,23,2,2,2,4,42,7,23.9,High
Senior,Business Analyst,42,18,3,4,16,18,21,96.0,Low
Senior,Data Analyst,44,20,4,5,15,16,32,96.0,Low
Trainee,IT Manager,21,0,2,4,1,44,10,44.1,High
Trainee,QA Engineer,24,2,2,3,4,43,12,35.2,High
Senior,Cloud Engineer,47,19,4,4,13,23,22,96.0,Low
Junior,QA Engineer,34,3,4,4,6,24,21,95.35,Low
Senior,Data Analyst,43,15,5,4,8,22,36,96.0,Low
Senior,Support Analyst,36,11,4,4,15,16,27,96.0,Low
Trainee,IT Manager,23,0,3,1,3,41,8,28.2,High
Trainee,QA Tester,23,0,2,3,2,24,14,46.6,Medium
Junior,Data Scientist,24,4,3,3,10,32,12,74.2,Medium
Junior,UX Researcher,25,2,4,4,8,14,19,96.0,Low
Senior,Cloud Engineer,57,24,4,4,15,24,23,96.0,Low
Trainee,Data Engineer,22,2,1,2,3,45,8,18.0,High
Trainee,Data Scientist,23,1,2,3,2,23,10,51.15,High
Trainee,UX Researcher,23,2,2,2,1,39,15,25.5,High
Senior,Database Administrator,45,19,4,4,9,22,33,96.0,Low
Senior,QA Tester,44,14,4,5,9,7,25,96.0,Low
Junior,Database Administrator,33,5,4,3,7,26,19,85.95,Low
Senior,UX Researcher,40,10,3,5,17,14,23,96.0,Low
Trainee,DevOps Engineer,24,1,3,3,3,36,9,51.55,High
Trainee,UX Researcher,23,2,3,2,4,22,6,51.5,Medium
Junior,Business Analyst,29,2,3,4,8,27,12,80.0,Low
Senior,Business Analyst,45,20,3,5,17,11,21,96.0,Low
Trainee,IT Manager,21,1,1,4,3,25,14,51.25,Medium
Junior,Data Engineer,30,2,3,3,9,21,18,81.5,Low
Senior,DevOps Engineer,47,15,4,5,18,14,18,96.0,Low
Senior,Database Administrator,40,15,5,4,9,16,19,96.0,Low
Trainee,Data Engineer,23,2,3,2,3,38,13,39.2,High
Trainee,QA Engineer,24,0,3,4,2,33,8,55.9,Medium
Senior,DevOps Engineer,43,14,4,4,13,9,18,96.0,Low
Junior,Cloud Engineer,32,7,4,5,5,19,21,96.0,Low
Junior,Business Analyst,31,5,3,3,8,33,22,73.15,Medium
Trainee,Data Analyst,24,2,1,4,3,22,13,48.4,Medium
Senior,QA Engineer,33,10,5,5,15,14,20,96.0,Low
Junior,QA Engineer,33,5,4,4,10,25,22,96.0,Low
Senior,System Administrator,56,25,4,4,18,6,25,96.0,Low
Senior,Solution Architect,46,22,4,4,9,20,23,96.0,Low
Junior,System Administrator,32,2,2,4,7,31,12,66.3,Medium
Trainee,Data Engineer,25,0,2,2,1,34,7,31.9,High
Trainee,IT Manager,23,1,2,2,4,36,17,34.65,High
Junior,Cloud Engineer,30,4,3,4,6,32,12,77.6,Low
Senior,Data Scientist,36,9,4,4,11,12,29,96.0,Low
Senior,QA Tester,52,22,5,5,15,14,26,96.0,Low
Trainee,System Administrator,21,1,2,2,4,29,9,37.35,High
Trainee,Data Engineer,25,1,1,1,2,41,7,18.0,High
Junior,Business Analyst,34,3,4,4,6,17,15,96.0,Low
Junior,Support Analyst,34,3,3,3,4,14,22,78.95,Low
Junior,System Analyst,29,4,3,2,7,15,10,70.6,Medium
Junior,DevOps Engineer,34,6,2,3,4,12,20,75.9,Medium
Senior,Data Analyst,41,17,5,5,9,17,23,96.0,Low
Senior,Cloud Engineer,51,19,4,4,18,8,25,96.0,Low
Junior,Data Analyst,24,2,3,4,7,29,15,77.9,Low
Senior,DevOps Engineer,44,11,4,5,12,21,18,96.0,Low
Junior,QA Engineer,31,4,3,3,7,25,13,71.8,Medium
Trainee,Database Administrator,21,0,3,1,3,27,17,42.6,Medium
Junior,QA Tester,34,5,3,4,5,19,20,85.45,Low
Junior,Data Scientist,24,4,3,3,10,17,22,88.7,Low
Junior,QA Engineer,26,2,4,4,8,28,16,88.9,Low
Senior,Cloud Engineer,35,11,5,3,13,24,18,96.0,Low
Trainee,Solution Architect,26,0,2,3,4,38,14,44.6,High
Trainee,DevOps Engineer,21,1,2,3,3,28,15,49.55,Medium
Junior,Data Engineer,26,4,2,3,5,28,20,64.7,Medium
Junior,Cloud Engineer,32,2,3,4,4,18,19,87.5,Low
Junior,QA Tester,28,6,4,4,5,25,11,88.1,Low
Senior,Support Analyst,39,12,4,3,17,6,31,96.0,Low
Junior,QA Tester,34,5,2,3,4,19,10,62.55,Medium
Senior,QA Engineer,44,16,5,4,15,19,30,96.0,Low
Senior,Data Analyst,33,8,5,5,14,13,34,96.0,Low
Junior,System Administrator,34,6,4,5,4,21,22,96.0,Low
Senior,UX Designer,46,15,4,5,17,18,30,96.0,Low
Senior,DevOps Engineer,47,19,5,4,9,15,25,96.0,Low
Junior,UX Designer,28,5,4,3,9,29,11,83.45,Medium
Junior,Data Engineer,32,7,3,4,9,25,15,87.75,Low
Senior,QA Tester,50,22,4,4,11,18,23,96.0,Low
Senior,Data Engineer,52,19,4,4,13,20,31,96.0,Low
Senior,Support Analyst,50,18,4,5,8,10,22,96.0,Low
Trainee,DevOps Engineer,21,1,2,3,4,37,12,42.95,High
Junior,Database Administrator,32,4,3,4,4,15,16,87.3,Low
Trainee,Data Engineer,25,2,3,2,4,31,14,50.4,Medium
Junior,Business Analyst,25,4,3,5,7,28,17,89.3,Low
Trainee,QA Engineer,24,1,2,4,4,43,11,42.35,High
Junior,UX Designer,32,6,4,5,9,29,11,96.0,Low
Senior,Data Engineer,46,19,5,4,16,11,29,96.0,Low
Senior,System Analyst,55,25,5,3,18,21,37,96.0,Low
Trainee,QA Engineer,23,1,3,4,2,31,13,59.75,Medium
Senior,Data Analyst,38,12,4,5,17,23,25,96.0,Low
Senior,System Analyst,45,21,4,4,11,17,30,96.0,Low
Senior,UX Researcher,52,19,5,4,14,17,37,96.0,Low
Senior,Data Analyst,48,22,5,4,10,12,23,96.0,Low
Junior,QA Engineer,30,6,3,2,8,32,12,60.3,Medium
Senior,Business Analyst,41,17,5,4,11,17,36,96.0,Low
Senior,DevOps Engineer,39,10,4,4,14,13,20,96.0,Low
Junior,QA Engineer,24,4,2,3,10,14,10,71.0,Medium
Senior,Data Engineer,44,14,5,5,8,7,32,96.0,Low
Senior,Cloud Engineer,46,16,5,5,15,12,30,96.0,Low
Senior,System Administrator,39,11,4,4,16,22,19,96.0,Low
Junior,System Analyst,25,2,4,4,6,32,12,83.7,Low
Junior,Cloud Engineer,29,7,3,5,4,25,20,93.25,Low
Senior,UX Designer,44,14,4,5,10,20,33,96.0,Low
Junior,Data Analyst,26,5,4,2,4,18,17,79.05,Low
Junior,Solution Architect,27,4,3,2,9,32,21,69.9,Medium
Senior,Database Administrator,33,8,5,5,11,8,28,96.0,Low
Junior,System Administrator,33,3,4,2,4,19,18,78.85,Low
Trainee,Support Analyst,25,2,2,2,4,45,12,19.8,High
Senior,Data Analyst,43,20,4,4,11,19,19,96.0,Low
Trainee,Cloud Engineer,21,1,1,3,2,43,8,25.35,High
Junior,Data Analyst,24,4,3,4,9,15,11,88.8,Low
Trainee,UX Designer,23,2,2,2,2,23,13,42.8,High
Senior,QA Engineer,42,13,5,5,14,16,20,96.0,Low
Junior,IT Manager,31,5,3,4,4,15,20,93.35,Low
Junior,UX Designer,24,2,3,4,7,22,10,82.8,Low
Junior,System Analyst,29,4,3,5,10,22,13,93.6,Low
Junior,Cloud Engineer,26,6,3,4,5,15,11,89.1,Low
Senior,Data Engineer,41,15,5,4,9,23,18,96.0,Low
Trainee,Data Scientist,22,2,2,3,1,39,16,41.9,High
Trainee,System Analyst,23,2,2,2,1,28,12,36.0,High
Junior,DevOps Engineer,24,3,4,4,10,25,20,96.0,Low
Senior,QA Tester,39,10,5,5,18,15,31,96.0,Low
Senior,Solution Architect,43,12,5,4,11,11,27,96.0,Low
Junior,Database Administrator,31,5,4,3,6,23,10,83.55,Low
Trainee,QA Tester,25,2,3,3,1,30,8,50.0,High
Junior,Cloud Engineer,30,2,3,4,6,21,13,84.8,Low
Senior,IT Manager,35,10,4,5,9,22,20,96.0,Low
Junior,QA Engineer,32,2,3,3,9,32,11,67.0,Medium
Senior,Support Analyst,48,22,4,4,13,13,30,96.0,Low
Junior,DevOps Engineer,28,7,4,3,10,16,15,96.0,Low
Senior,System Analyst,50,19,4,5,16,14,36,96.0,Low
Senior,Data Scientist,58,25,4,5,14,7,25,96.0,Low
Junior,System Administrator,26,2,3,3,4,27,16,70.0,Medium
Junior,Cloud Engineer,30,2,3,2,6,24,15,67.5,Medium
Junior,QA Tester,28,4,3,4,7,13,19,90.6,Low
Trainee,QA Tester,22,1,2,2,4,28,13,37.65,High
Trainee,Data Engineer,26,1,3,2,1,30,12,47.15,High
Junior,Solution Architect,32,5,3,3,9,16,15,87.15,Low
Trainee,Data Analyst,24,0,1,3,1,34,7,26.9,High
Junior,System Analyst,30,7,3,4,8,26,19,84.75,Low
Junior,IT Manager,26,3,4,4,7,18,16,96.0,Low
Junior,Data Engineer,30,6,3,3,10,28,14,77.7,Medium
Senior,UX Researcher,48,16,4,3,14,21,23,96.0,Low
Junior,Support Analyst,24,2,3,2,10,19,10,67.6,Medium
Senior,Support Analyst,44,17,5,4,18,15,24,96.0,Low
Trainee,Database Administrator,21,1,3,2,4,45,15,33.55,High
Junior,QA Engineer,24,4,3,5,10,29,20,90.5,Low
Senior,UX Researcher,40,13,4,4,11,20,25,96.0,Low
Junior,Data Scientist,27,5,3,2,7,12,18,80.35,Medium
Junior,Data Engineer,30,3,3,3,7,22,17,79.05,Low
Junior,Data Analyst,33,7,2,3,10,16,12,72.75,Medium
Senior,Cloud Engineer,39,16,5,4,15,22,26,96.0,Low
Trainee,QA Tester,22,1,2,3,4,25,11,46.95,High
Junior,Solution Architect,28,5,3,3,10,28,19,81.25,Medium
Senior,Data Analyst,42,12,4,5,15,6,19,96.0,Low
Senior,DevOps Engineer,42,11,5,4,12,10,23,96.0,Low
Junior,Data Engineer,33,7,4,4,8,33,17,92.05,Low
Senior,Database Administrator,46,20,4,4,16,15,24,96.0,Low
Trainee,Data Analyst,25,0,2,3,4,44,10,33.8,High
Junior,System Analyst,30,2,3,3,8,28,19,73.1,Medium
Senior,Data Analyst,51,19,4,5,9,18,32,96.0,Low
Junior,DevOps Engineer,32,2,2,4,10,20,12,78.7,Low
Senior,DevOps Engineer,52,21,4,5,18,9,29,96.0,Low
Senior,Data Engineer,37,14,5,5,18,23,24,96.0,Low
Trainee,Data Analyst,26,1,3,4,4,23,13,68.15,Low
Senior,DevOps Engineer,46,19,4,3,9,19,27,96.0,Low
Senior,DevOps Engineer,41,15,5,4,8,17,23,96.0,Low
Junior,Support Analyst,30,2,3,3,6,16,14,75.7,Low
Senior,UX Researcher,53,23,4,4,17,15,30,96.0,Low
Senior,QA Engineer,41,12,5,3,14,7,26,96.0,Low
